STUDY_ID,ABUNDANCE,BIOMAS,YEAR,LATITUDE,LONGITUDE,DEPTH,SAMPLE_DESC,valid_name
60,233,,1990,9.152100,-79.846500,,1990,"Zanthoxylum ekmanii"
60,2,,1995,9.152100,-79.846500,,1995,"Vismia billbergiana"
60,10,,2000,9.152100,-79.846500,,2000,"Vachellia melanoceras"
60,175,,1982,9.152100,-79.846500,,1982,"Allophylus psilospermus"
60,171,,1985,9.152100,-79.846500,,1985,"Allophylus psilospermus"
60,280,,1990,9.152100,-79.846500,,1990,"Adelia triloba"
60,233,,1990,9.152100,-79.846500,,1990,"Zanthoxylum panamense"
60,1,,1995,9.152100,-79.846500,,1995,"Vismia macrophylla"
60,1,,2000,9.152100,-79.846500,,2000,"Verbesina gigantea"
60,7598,,1982,9.152100,-79.846500,,1982,"Alseis blackiana"
60,8050,,1985,9.152100,-79.846500,,1985,"Alseis blackiana"
60,92,,1990,9.152100,-79.846500,,1990,"Aegiphila panamensis"
60,1,,1990,9.152100,-79.846500,,1990,"Zanthoxylum setulosum"
60,25,,1995,9.152100,-79.846500,,1995,"Vochysia ferruginea"
60,47,,2000,9.152100,-79.846500,,2000,"Virola multiflora"
60,29,,1982,9.152100,-79.846500,,1982,"Amaioua glomerulata"
60,29,,1985,9.152100,-79.846500,,1985,"Amaioua glomerulata"
60,266,,1990,9.152100,-79.846500,,1990,"Alchornea costaricensis"
60,40,,1990,9.152100,-79.846500,,1990,"Casearia icosandra"
60,1132,,1995,9.152100,-79.846500,,1995,"Xylopia macrantha"
60,200,,2000,9.152100,-79.846500,,2000,"Virola surinamensis"
60,28,,1982,9.152100,-79.846500,,1982,"Anacardium excelsum"
60,26,,1985,9.152100,-79.846500,,1985,"Anacardium excelsum"
60,3,,1990,9.152100,-79.846500,,1990,"Alchornea latifolia"
60,12,,1995,9.152100,-79.846500,,1995,"Jupunba macradenia"
60,119,,1995,9.152100,-79.846500,,1995,"Xylosma oligandrum"
60,1612,,2000,9.152100,-79.846500,,2000,"Virola sebifera"
60,471,,1982,9.152100,-79.846500,,1982,"Anaxagorea panamensis"
60,474,,1985,9.152100,-79.846500,,1985,"Anaxagorea panamensis"
60,1,,1990,9.152100,-79.846500,,1990,"Alibertia dwyeri"
60,523,,1995,9.152100,-79.846500,,1995,"Acalypha diversifolia"
60,137,,1995,9.152100,-79.846500,,1995,"Zanthoxylum acuminatum"
60,54,,2000,9.152100,-79.846500,,2000,"Vismia baccifera"
60,317,,1982,9.152100,-79.846500,,1982,"Andira inermis"
60,306,,1985,9.152100,-79.846500,,1985,"Andira inermis"
60,378,,1990,9.152100,-79.846500,,1990,"Alibertia edulis"
60,42,,1995,9.152100,-79.846500,,1995,"Acalypha macrostachya"
60,204,,1995,9.152100,-79.846500,,1995,"Zanthoxylum ekmanii"
60,2,,2000,9.152100,-79.846500,,2000,"Vismia billbergiana"
60,506,,1982,9.152100,-79.846500,,1982,"Annona acuminata"
60,523,,1985,9.152100,-79.846500,,1985,"Annona acuminata"
60,153,,1990,9.152100,-79.846500,,1990,"Allophylus psilospermus"
60,219,,1995,9.152100,-79.846500,,1995,"Adelia triloba"
60,187,,1995,9.152100,-79.846500,,1995,"Zanthoxylum panamense"
60,1,,2000,9.152100,-79.846500,,2000,"Vismia macrophylla"
60,1,,1982,9.152100,-79.846500,,1982,"Annona hayesii"
60,1,,1985,9.152100,-79.846500,,1985,"Annona hayesii"
60,8412,,1990,9.152100,-79.846500,,1990,"Alseis blackiana"
60,77,,1995,9.152100,-79.846500,,1995,"Aegiphila panamensis"
60,57,,1982,9.152100,-79.846500,,1982,"Annona spraguei"
60,71,,1985,9.152100,-79.846500,,1985,"Annona spraguei"
60,29,,1990,9.152100,-79.846500,,1990,"Amaioua glomerulata"
60,228,,1995,9.152100,-79.846500,,1995,"Alchornea costaricensis"
60,1,,1995,9.152100,-79.846500,,1995,"Zanthoxylum setulosum"
60,21,,2000,9.152100,-79.846500,,2000,"Vochysia ferruginea"
60,388,,1982,9.152100,-79.846500,,1982,"Apeiba membranacea"
60,341,,1985,9.152100,-79.846500,,1985,"Apeiba membranacea"
60,24,,1990,9.152100,-79.846500,,1990,"Anacardium excelsum"
60,2,,1995,9.152100,-79.846500,,1995,"Alchornea latifolia"
60,43,,1995,9.152100,-79.846500,,1995,"Casearia icosandra"
60,1219,,2000,9.152100,-79.846500,,2000,"Xylopia macrantha"
60,45,,1982,9.152100,-79.846500,,1982,"Apeiba tibourbou"
60,39,,1985,9.152100,-79.846500,,1985,"Apeiba tibourbou"
60,588,,1990,9.152100,-79.846500,,1990,"Anaxagorea panamensis"
60,1,,1995,9.152100,-79.846500,,1995,"Alibertia dwyeri"
60,12,,2000,9.152100,-79.846500,,2000,"Jupunba macradenia"
60,93,,2000,9.152100,-79.846500,,2000,"Xylosma oligandrum"
60,13,,1982,9.152100,-79.846500,,1982,"Aphelandra sinclairiana"
60,10,,1985,9.152100,-79.846500,,1985,"Aphelandra sinclairiana"
60,305,,1990,9.152100,-79.846500,,1990,"Andira inermis"
60,379,,1995,9.152100,-79.846500,,1995,"Alibertia edulis"
60,488,,2000,9.152100,-79.846500,,2000,"Acalypha diversifolia"
60,113,,2000,9.152100,-79.846500,,2000,"Zanthoxylum acuminatum"
60,1,,1982,9.152100,-79.846500,,1982,"Appunia seibertii"
60,1,,1985,9.152100,-79.846500,,1985,"Appunia seibertii"
60,567,,1990,9.152100,-79.846500,,1990,"Annona acuminata"
60,123,,1995,9.152100,-79.846500,,1995,"Allophylus psilospermus"
60,43,,2000,9.152100,-79.846500,,2000,"Acalypha macrostachya"
60,234,,2000,9.152100,-79.846500,,2000,"Zanthoxylum ekmanii"
60,3,,1982,9.152100,-79.846500,,1982,"Ardisia bartlettii"
60,3,,1985,9.152100,-79.846500,,1985,"Ardisia bartlettii"
60,1,,1990,9.152100,-79.846500,,1990,"Annona hayesii"
60,8175,,1995,9.152100,-79.846500,,1995,"Alseis blackiana"
60,163,,2000,9.152100,-79.846500,,2000,"Adelia triloba"
60,145,,2000,9.152100,-79.846500,,2000,"Zanthoxylum panamense"
60,74,,1982,9.152100,-79.846500,,1982,"Ardisia copeyana"
60,16,,1985,9.152100,-79.846500,,1985,"Ardisia guianensis"
60,142,,1990,9.152100,-79.846500,,1990,"Annona spraguei"
60,27,,1995,9.152100,-79.846500,,1995,"Amaioua glomerulata"
60,62,,2000,9.152100,-79.846500,,2000,"Aegiphila panamensis"
60,1,,2000,9.152100,-79.846500,,2000,"Zanthoxylum setulosum"
60,22,,1982,9.152100,-79.846500,,1982,"Ardisia guianensis"
60,77,,1985,9.152100,-79.846500,,1985,"Ardisia copeyana"
60,329,,1990,9.152100,-79.846500,,1990,"Apeiba membranacea"
60,25,,1995,9.152100,-79.846500,,1995,"Anacardium excelsum"
60,229,,2000,9.152100,-79.846500,,2000,"Alchornea costaricensis"
60,36,,2000,9.152100,-79.846500,,2000,"Casearia icosandra"
60,451,,1982,9.152100,-79.846500,,1982,"Aspidosperma desmanthum"
60,471,,1985,9.152100,-79.846500,,1985,"Aspidosperma desmanthum"
60,32,,1990,9.152100,-79.846500,,1990,"Apeiba tibourbou"
60,698,,1995,9.152100,-79.846500,,1995,"Anaxagorea panamensis"
60,1,,2000,9.152100,-79.846500,,2000,"Alchornea latifolia"
60,16,,2005,9.152100,-79.846500,,2005,"Jupunba macradenia"
60,248,,1982,9.152100,-79.846500,,1982,"Astrocaryum standleyanum"
60,232,,1985,9.152100,-79.846500,,1985,"Astrocaryum standleyanum"
60,7,,1990,9.152100,-79.846500,,1990,"Aphelandra sinclairiana"
60,300,,1995,9.152100,-79.846500,,1995,"Andira inermis"
60,1,,2000,9.152100,-79.846500,,2000,"Alibertia dwyeri"
60,741,,2005,9.152100,-79.846500,,2005,"Acalypha diversifolia"
60,70,,1982,9.152100,-79.846500,,1982,"Astronium graveolens"
60,64,,1985,9.152100,-79.846500,,1985,"Astronium graveolens"
60,3,,1990,9.152100,-79.846500,,1990,"Appunia seibertii"
60,543,,1995,9.152100,-79.846500,,1995,"Annona acuminata"
60,357,,2000,9.152100,-79.846500,,2000,"Alibertia edulis"
60,52,,2005,9.152100,-79.846500,,2005,"Acalypha macrostachya"
60,44,,1982,9.152100,-79.846500,,1982,"Attalea butyracea"
60,40,,1985,9.152100,-79.846500,,1985,"Attalea butyracea"
60,1,,1990,9.152100,-79.846500,,1990,"Ardisia bartlettii"
60,1,,1995,9.152100,-79.846500,,1995,"Annona hayesii"
60,112,,2000,9.152100,-79.846500,,2000,"Allophylus psilospermus"
60,143,,2005,9.152100,-79.846500,,2005,"Adelia triloba"
60,111,,1982,9.152100,-79.846500,,1982,"Bactris barronis"
60,55,,1985,9.152100,-79.846500,,1985,"Bactris barronis"
60,18,,1990,9.152100,-79.846500,,1990,"Ardisia guianensis"
60,176,,1995,9.152100,-79.846500,,1995,"Annona spraguei"
60,7869,,2000,9.152100,-79.846500,,2000,"Alseis blackiana"
60,44,,2005,9.152100,-79.846500,,2005,"Aegiphila panamensis"
60,241,,1982,9.152100,-79.846500,,1982,"Bactris coloniata"
60,84,,1985,9.152100,-79.846500,,1985,"Bactris coloniata"
60,82,,1990,9.152100,-79.846500,,1990,"Ardisia copeyana"
60,292,,1995,9.152100,-79.846500,,1995,"Apeiba membranacea"
60,25,,2000,9.152100,-79.846500,,2000,"Amaioua glomerulata"
60,229,,2005,9.152100,-79.846500,,2005,"Alchornea costaricensis"
60,38,,1982,9.152100,-79.846500,,1982,"Bactris coloradonis"
60,17,,1985,9.152100,-79.846500,,1985,"Bactris coloradonis"
60,486,,1990,9.152100,-79.846500,,1990,"Aspidosperma desmanthum"
60,29,,1995,9.152100,-79.846500,,1995,"Apeiba tibourbou"
60,469,,1982,9.152100,-79.846500,,1982,"Bactris major"
60,355,,1985,9.152100,-79.846500,,1985,"Bactris major"
60,221,,1990,9.152100,-79.846500,,1990,"Astrocaryum standleyanum"
60,7,,1995,9.152100,-79.846500,,1995,"Aphelandra sinclairiana"
60,24,,2000,9.152100,-79.846500,,2000,"Anacardium excelsum"
60,1,,2005,9.152100,-79.846500,,2005,"Alchornea latifolia"
60,71,,1990,9.152100,-79.846500,,1990,"Astronium graveolens"
60,3,,1995,9.152100,-79.846500,,1995,"Appunia seibertii"
60,748,,2000,9.152100,-79.846500,,2000,"Anaxagorea panamensis"
60,2375,,1982,9.152100,-79.846500,,1982,"Beilschmiedia tovarensis"
60,2667,,1985,9.152100,-79.846500,,1985,"Beilschmiedia tovarensis"
60,36,,1990,9.152100,-79.846500,,1990,"Attalea butyracea"
60,3,,1995,9.152100,-79.846500,,1995,"Ardisia bartlettii"
60,283,,2000,9.152100,-79.846500,,2000,"Andira inermis"
60,1,,2005,9.152100,-79.846500,,2005,"Alibertia dwyeri"
60,2,,1982,9.152100,-79.846500,,1982,"Bertiera guianensis"
60,2,,1985,9.152100,-79.846500,,1985,"Bertiera guianensis"
60,20,,1990,9.152100,-79.846500,,1990,"Bactris barronis"
60,20,,1995,9.152100,-79.846500,,1995,"Ardisia guianensis"
60,892,,1985,9.152100,-79.846500,,1985,"Brosimum alicastrum"
60,23,,1990,9.152100,-79.846500,,1990,"Bactris coloniata"
60,86,,1995,9.152100,-79.846500,,1995,"Ardisia copeyana"
60,499,,2000,9.152100,-79.846500,,2000,"Annona acuminata"
60,372,,2005,9.152100,-79.846500,,2005,"Alibertia edulis"
60,860,,1982,9.152100,-79.846500,,1982,"Brosimum alicastrum"
60,6,,1985,9.152100,-79.846500,,1985,"Brosimum guianense"
60,6,,1990,9.152100,-79.846500,,1990,"Bactris coloradonis"
60,476,,1995,9.152100,-79.846500,,1995,"Aspidosperma desmanthum"
60,133,,2000,9.152100,-79.846500,,2000,"Annona spraguei"
60,103,,2005,9.152100,-79.846500,,2005,"Allophylus psilospermus"
60,6,,1982,9.152100,-79.846500,,1982,"Brosimum guianense"
60,720,,1985,9.152100,-79.846500,,1985,"Calophyllum longifolium"
60,217,,1990,9.152100,-79.846500,,1990,"Bactris major"
60,205,,1995,9.152100,-79.846500,,1995,"Astrocaryum standleyanum"
60,270,,2000,9.152100,-79.846500,,2000,"Apeiba membranacea"
60,7752,,2005,9.152100,-79.846500,,2005,"Alseis blackiana"
60,647,,1982,9.152100,-79.846500,,1982,"Calophyllum longifolium"
60,3674,,1985,9.152100,-79.846500,,1985,"Capparidastrum frondosum"
60,4,,1990,9.152100,-79.846500,,1990,"Banara guianensis"
60,80,,1995,9.152100,-79.846500,,1995,"Astronium graveolens"
60,30,,2000,9.152100,-79.846500,,2000,"Apeiba tibourbou"
60,22,,2005,9.152100,-79.846500,,2005,"Amaioua glomerulata"
60,3536,,1982,9.152100,-79.846500,,1982,"Capparidastrum frondosum"
60,479,,1985,9.152100,-79.846500,,1985,"Casearia aculeata"
60,2748,,1990,9.152100,-79.846500,,1990,"Beilschmiedia tovarensis"
60,33,,1995,9.152100,-79.846500,,1995,"Attalea butyracea"
60,6,,2000,9.152100,-79.846500,,2000,"Aphelandra sinclairiana"
60,25,,2005,9.152100,-79.846500,,2005,"Anacardium excelsum"
60,470,,1982,9.152100,-79.846500,,1982,"Casearia aculeata"
60,226,,1985,9.152100,-79.846500,,1985,"Casearia arborea"
60,1,,1990,9.152100,-79.846500,,1990,"Bertiera guianensis"
60,9,,1995,9.152100,-79.846500,,1995,"Bactris barronis"
60,3,,2000,9.152100,-79.846500,,2000,"Appunia seibertii"
60,794,,2005,9.152100,-79.846500,,2005,"Anaxagorea panamensis"
60,271,,1982,9.152100,-79.846500,,1982,"Casearia arborea"
60,23,,1985,9.152100,-79.846500,,1985,"Piparea dentata"
60,920,,1990,9.152100,-79.846500,,1990,"Brosimum alicastrum"
60,8,,1995,9.152100,-79.846500,,1995,"Bactris coloniata"
60,6,,2000,9.152100,-79.846500,,2000,"Ardisia bartlettii"
60,276,,2005,9.152100,-79.846500,,2005,"Andira inermis"
60,21,,1982,9.152100,-79.846500,,1982,"Piparea dentata"
60,17,,1985,9.152100,-79.846500,,1985,"Casearia guianensis"
60,6,,1990,9.152100,-79.846500,,1990,"Brosimum guianense"
60,2,,1995,9.152100,-79.846500,,1995,"Bactris coloradonis"
60,19,,2000,9.152100,-79.846500,,2000,"Ardisia guianensis"
60,486,,2005,9.152100,-79.846500,,2005,"Annona acuminata"
60,15,,1982,9.152100,-79.846500,,1982,"Casearia guianensis"
60,232,,1985,9.152100,-79.846500,,1985,"Casearia sylvestris"
60,891,,1990,9.152100,-79.846500,,1990,"Calophyllum longifolium"
60,176,,1995,9.152100,-79.846500,,1995,"Bactris major"
60,98,,2000,9.152100,-79.846500,,2000,"Ardisia copeyana"
60,122,,2005,9.152100,-79.846500,,2005,"Annona spraguei"
60,246,,1982,9.152100,-79.846500,,1982,"Casearia sylvestris"
60,850,,1985,9.152100,-79.846500,,1985,"Cassipourea guianensis"
60,3546,,1990,9.152100,-79.846500,,1990,"Capparidastrum frondosum"
60,5,,1995,9.152100,-79.846500,,1995,"Banara guianensis"
60,481,,2000,9.152100,-79.846500,,2000,"Aspidosperma desmanthum"
60,289,,2005,9.152100,-79.846500,,2005,"Apeiba membranacea"
60,766,,1982,9.152100,-79.846500,,1982,"Cassipourea guianensis"
60,23,,1985,9.152100,-79.846500,,1985,"Cavanillesia platanifolia"
60,483,,1990,9.152100,-79.846500,,1990,"Casearia aculeata"
60,2589,,1995,9.152100,-79.846500,,1995,"Beilschmiedia tovarensis"
60,188,,2000,9.152100,-79.846500,,2000,"Astrocaryum standleyanum"
60,38,,2005,9.152100,-79.846500,,2005,"Apeiba tibourbou"
60,25,,1982,9.152100,-79.846500,,1982,"Cavanillesia platanifolia"
60,441,,1985,9.152100,-79.846500,,1985,"Cecropia insignis"
60,189,,1990,9.152100,-79.846500,,1990,"Casearia arborea"
60,1,,1995,9.152100,-79.846500,,1995,"Bertiera guianensis"
60,79,,2000,9.152100,-79.846500,,2000,"Astronium graveolens"
60,8,,2005,9.152100,-79.846500,,2005,"Aphelandra sinclairiana"
60,513,,1982,9.152100,-79.846500,,1982,"Cecropia insignis"
60,38,,1985,9.152100,-79.846500,,1985,"Cecropia obtusifolia"
60,21,,1990,9.152100,-79.846500,,1990,"Piparea dentata"
60,907,,1995,9.152100,-79.846500,,1995,"Brosimum alicastrum"
60,30,,2000,9.152100,-79.846500,,2000,"Attalea butyracea"
60,2,,2005,9.152100,-79.846500,,2005,"Appunia seibertii"
60,6,,1995,9.152100,-79.846500,,1995,"Brosimum guianense"
60,5,,2000,9.152100,-79.846500,,2000,"Bactris barronis"
60,5,,2005,9.152100,-79.846500,,2005,"Ardisia bartlettii"
60,61,,1982,9.152100,-79.846500,,1982,"Cecropia obtusifolia"
60,2,,1985,9.152100,-79.846500,,1985,"Cedrela odorata"
60,19,,1990,9.152100,-79.846500,,1990,"Casearia guianensis"
60,1000,,1995,9.152100,-79.846500,,1995,"Calophyllum longifolium"
60,3,,2000,9.152100,-79.846500,,2000,"Bactris coloniata"
60,18,,2005,9.152100,-79.846500,,2005,"Ardisia guianensis"
60,5,,1982,9.152100,-79.846500,,1982,"Cedrela odorata"
60,67,,1985,9.152100,-79.846500,,1985,"Ceiba pentandra"
60,211,,1990,9.152100,-79.846500,,1990,"Casearia sylvestris"
60,3301,,1995,9.152100,-79.846500,,1995,"Capparidastrum frondosum"
60,103,,2000,9.152100,-79.846500,,2000,"Bactris major"
60,103,,2005,9.152100,-79.846500,,2005,"Ardisia copeyana"
60,72,,1982,9.152100,-79.846500,,1982,"Ceiba pentandra"
60,167,,1985,9.152100,-79.846500,,1985,"Celtis schippii"
60,945,,1990,9.152100,-79.846500,,1990,"Cassipourea guianensis"
60,450,,1995,9.152100,-79.846500,,1995,"Casearia aculeata"
60,1,,2000,9.152100,-79.846500,,2000,"Banara guianensis"
60,471,,2005,9.152100,-79.846500,,2005,"Aspidosperma desmanthum"
60,183,,1982,9.152100,-79.846500,,1982,"Celtis schippii"
60,5,,1985,9.152100,-79.846500,,1985,"Cespedesia spathulata"
60,25,,1990,9.152100,-79.846500,,1990,"Cavanillesia platanifolia"
60,158,,1995,9.152100,-79.846500,,1995,"Casearia arborea"
60,2319,,2000,9.152100,-79.846500,,2000,"Beilschmiedia tovarensis"
60,165,,2005,9.152100,-79.846500,,2005,"Astrocaryum standleyanum"
60,7,,1982,9.152100,-79.846500,,1982,"Cespedesia spathulata"
60,237,,1985,9.152100,-79.846500,,1985,"Cestrum schlechtendalii"
60,398,,1990,9.152100,-79.846500,,1990,"Cecropia insignis"
60,21,,1995,9.152100,-79.846500,,1995,"Piparea dentata"
60,896,,2000,9.152100,-79.846500,,2000,"Brosimum alicastrum"
60,99,,2005,9.152100,-79.846500,,2005,"Astronium graveolens"
60,309,,1982,9.152100,-79.846500,,1982,"Cestrum schlechtendalii"
60,22,,1985,9.152100,-79.846500,,1985,"Chamaedorea tepejilote"
60,48,,1990,9.152100,-79.846500,,1990,"Cecropia obtusifolia"
60,19,,1995,9.152100,-79.846500,,1995,"Casearia guianensis"
60,5,,2000,9.152100,-79.846500,,2000,"Brosimum guianense"
60,34,,2005,9.152100,-79.846500,,2005,"Attalea butyracea"
60,32,,1982,9.152100,-79.846500,,1982,"Chamaedorea tepejilote"
60,239,,1985,9.152100,-79.846500,,1985,"Chamguava schippii"
60,9,,1990,9.152100,-79.846500,,1990,"Cedrela odorata"
60,180,,1995,9.152100,-79.846500,,1995,"Casearia sylvestris"
60,1131,,2000,9.152100,-79.846500,,2000,"Calophyllum longifolium"
60,5,,2005,9.152100,-79.846500,,2005,"Bactris barronis"
60,194,,1982,9.152100,-79.846500,,1982,"Chamguava schippii"
60,4,,1985,9.152100,-79.846500,,1985,"Chimarrhis parviflora"
60,61,,1990,9.152100,-79.846500,,1990,"Ceiba pentandra"
60,992,,1995,9.152100,-79.846500,,1995,"Cassipourea guianensis"
60,2991,,2000,9.152100,-79.846500,,2000,"Capparidastrum frondosum"
60,2,,2005,9.152100,-79.846500,,2005,"Bactris coloniata"
60,3,,1982,9.152100,-79.846500,,1982,"Chimarrhis parviflora"
60,436,,1985,9.152100,-79.846500,,1985,"Chrysochlamys eclipes"
60,149,,1990,9.152100,-79.846500,,1990,"Celtis schippii"
60,23,,1995,9.152100,-79.846500,,1995,"Cavanillesia platanifolia"
60,422,,2000,9.152100,-79.846500,,2000,"Casearia aculeata"
60,80,,2005,9.152100,-79.846500,,2005,"Bactris major"
60,458,,1982,9.152100,-79.846500,,1982,"Chrysochlamys eclipes"
60,482,,1985,9.152100,-79.846500,,1985,"Chrysophyllum argenteum"
60,5,,1990,9.152100,-79.846500,,1990,"Cespedesia spathulata"
60,377,,1995,9.152100,-79.846500,,1995,"Cecropia insignis"
60,141,,2000,9.152100,-79.846500,,2000,"Casearia arborea"
60,2112,,2005,9.152100,-79.846500,,2005,"Beilschmiedia tovarensis"
60,429,,1982,9.152100,-79.846500,,1982,"Chrysophyllum argenteum"
60,79,,1985,9.152100,-79.846500,,1985,"Chrysophyllum cainito"
60,157,,1990,9.152100,-79.846500,,1990,"Cestrum schlechtendalii"
60,1,,1995,9.152100,-79.846500,,1995,"Cecropia longipes"
60,21,,2000,9.152100,-79.846500,,2000,"Piparea dentata"
60,891,,2005,9.152100,-79.846500,,2005,"Brosimum alicastrum"
60,68,,1982,9.152100,-79.846500,,1982,"Chrysophyllum cainito"
60,84,,1985,9.152100,-79.846500,,1985,"Aiouea montana"
60,16,,1990,9.152100,-79.846500,,1990,"Chamaedorea tepejilote"
60,50,,1995,9.152100,-79.846500,,1995,"Cecropia obtusifolia"
60,16,,2000,9.152100,-79.846500,,2000,"Casearia guianensis"
60,5,,2005,9.152100,-79.846500,,2005,"Brosimum guianense"
60,89,,1982,9.152100,-79.846500,,1982,"Aiouea montana"
60,14,,1985,9.152100,-79.846500,,1985,"Miconia dentata"
60,289,,1990,9.152100,-79.846500,,1990,"Chamguava schippii"
60,6,,1995,9.152100,-79.846500,,1995,"Cedrela odorata"
60,151,,2000,9.152100,-79.846500,,2000,"Casearia sylvestris"
60,1427,,2005,9.152100,-79.846500,,2005,"Calophyllum longifolium"
60,8,,1982,9.152100,-79.846500,,1982,"Miconia dentata"
60,6,,1985,9.152100,-79.846500,,1985,"Clidemia octona"
60,3,,1990,9.152100,-79.846500,,1990,"Chimarrhis parviflora"
60,48,,1995,9.152100,-79.846500,,1995,"Ceiba pentandra"
60,1011,,2000,9.152100,-79.846500,,2000,"Cassipourea guianensis"
60,2751,,2005,9.152100,-79.846500,,2005,"Capparidastrum frondosum"
60,3,,1982,9.152100,-79.846500,,1982,"Clidemia octona"
60,2,,1985,9.152100,-79.846500,,1985,"Miconia septuplinervia"
60,421,,1990,9.152100,-79.846500,,1990,"Chrysochlamys eclipes"
60,135,,1995,9.152100,-79.846500,,1995,"Celtis schippii"
60,23,,2000,9.152100,-79.846500,,2000,"Cavanillesia platanifolia"
60,434,,2005,9.152100,-79.846500,,2005,"Casearia aculeata"
60,1,,1982,9.152100,-79.846500,,1982,"Miconia septuplinervia"
60,191,,1985,9.152100,-79.846500,,1985,"Coccoloba coronata"
60,714,,2000,9.152100,-79.846500,,2000,"Cecropia insignis"
60,126,,2005,9.152100,-79.846500,,2005,"Casearia arborea"
60,181,,1982,9.152100,-79.846500,,1982,"Coccoloba coronata"
60,446,,1985,9.152100,-79.846500,,1985,"Coccoloba manzinellensis"
60,688,,1990,9.152100,-79.846500,,1990,"Chrysophyllum argenteum"
60,4,,1995,9.152100,-79.846500,,1995,"Cespedesia spathulata"
60,12,,2000,9.152100,-79.846500,,2000,"Cecropia longipes"
60,24,,2005,9.152100,-79.846500,,2005,"Piparea dentata"
60,445,,1982,9.152100,-79.846500,,1982,"Coccoloba manzinellensis"
60,2,,1985,9.152100,-79.846500,,1985,"Cojoba rufescens"
60,109,,1990,9.152100,-79.846500,,1990,"Chrysophyllum cainito"
60,82,,1995,9.152100,-79.846500,,1995,"Cestrum schlechtendalii"
60,102,,2000,9.152100,-79.846500,,2000,"Cecropia obtusifolia"
60,14,,2005,9.152100,-79.846500,,2005,"Casearia guianensis"
60,2,,1982,9.152100,-79.846500,,1982,"Cojoba rufescens"
